"battery_power","blue","clock_speed","dual_sim","fc","four_g","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","three_g","touch_screen","wifi","price_range","battery_power_group","clock_speed_group","fc_group","int_memory_group","m_dep_group","mobile_wt_group","pc_group","px_height_group","px_width_group","sc_h_group","sc_w_group","talk_time_group"
1864,"0",2.2,"0",0,"1",7,0.1,142,"1",2,225,1545,"2048",10,1,10,"1","0","0","2","4","3","0","0","0","2","0","0","3","1","0","2"
586,"1",0.6,"0",16,"1",42,0.3,121,"7",17,785,1118,"1024",12,2,7,"1","1","1","1","0","0","4","3","1","1","4","2","2","2","0","1"
1206,"0",3,"1",10,"1",30,0.6,127,"3",13,1581,1713,"1024",7,1,4,"1","0","1","2","2","4","2","2","2","1","3","4","4","0","0","0"
832,"1",0.5,"1",1,"1",5,0.1,165,"5",2,9,1944,"2048",12,5,14,"1","1","1","3","1","0","0","0","0","3","0","0","4","2","1","3"
848,"1",2.8,"0",1,"0",8,0.1,103,"7",3,7,1294,"256",10,6,15,"1","1","1","0","1","4","0","0","0","0","0","0","2","1","1","3"
1851,"0",2.9,"0",0,"0",53,0.7,112,"6",2,174,1175,"2048",6,0,8,"1","0","0","2","4","4","0","4","3","1","0","0","2","0","0","1"
1166,"1",0.5,"0",7,"0",59,0.5,80,"1",11,437,638,"2048",8,6,7,"1","0","1","3","2","0","1","4","2","0","2","1","0","1","1","1"
1776,"1",2.1,"1",10,"0",35,0.1,172,"4",16,278,623,"1024",16,13,20,"1","1","1","1","4","3","2","2","0","3","4","0","0","3","3","4"
1254,"1",1.2,"0",2,"1",27,0.2,134,"2",10,1288,1372,"512",14,1,16,"1","1","1","0","2","1","0","2","0","2","2","3","2","3","0","3"
1494,"0",1.6,"1",4,"1",24,0.2,101,"1",17,979,1190,"2048",15,12,9,"1","0","0","3","3","2","1","1","0","0","4","2","2","3","3","1"
984,"1",2.2,"1",0,"1",39,0.5,119,"8",18,56,1931,"1024",11,7,16,"1","1","0","1","1","3","0","2","2","1","4","0","4","2","1","3"
1179,"1",0.8,"0",1,"0",5,0.9,154,"5",17,913,1429,"512",8,7,18,"0","0","1","0","2","0","0","0","4","3","4","2","3","1","1","4"
513,"0",1.9,"0",8,"0",27,0.4,174,"8",13,282,710,"2048",16,6,13,"0","1","1","2","0","2","2","2","1","3","3","0","0","3","1","3"
557,"0",0.5,"1",3,"0",17,0.2,89,"6",4,322,710,"2048",17,16,16,"0","0","0","1","0","0","0","1","0","0","1","0","0","4","4","3"
744,"0",1.7,"1",0,"1",33,0.5,105,"4",2,1252,1963,"2048",9,3,19,"1","0","0","2","0","2","0","2","2","1","0","3","4","1","0","4"
1129,"1",0.8,"1",9,"1",21,0.6,116,"2",10,1128,1702,"1024",11,0,13,"1","1","0","1","2","0","2","1","2","1","2","2","4","2","0","3"
1148,"0",2.3,"1",0,"1",58,0.3,170,"5",20,606,688,"2048",10,7,11,"1","0","0","2","2","3","0","4","1","3","4","1","0","1","1","2"
1793,"0",2.7,"0",12,"1",44,0.7,175,"5",17,655,1459,"2048",19,9,6,"1","1","1","3","4","4","3","3","3","3","4","1","3","4","2","1"
1310,"0",2.3,"1",3,"0",15,0.2,150,"5",11,954,970,"2048",18,17,5,"0","1","1","2","2","3","0","1","0","2","2","2","1","4","4","0"
1604,"0",1.2,"0",1,"0",6,0.5,191,"6",15,68,1042,"2048",7,2,2,"1","1","0","3","3","1","0","0","2","4","3","0","1","0","0","0"
1676,"0",1.6,"0",2,"0",37,0.2,145,"1",3,134,1197,"2048",14,8,4,"1","0","1","2","3","2","0","2","0","2","0","0","2","3","2","0"
1001,"0",2.8,"1",1,"0",40,0.2,117,"3",7,922,1836,"2048",13,9,10,"1","1","1","3","1","4","0","3","0","1","1","2","4","2","2","2"
1086,"0",2.7,"0",0,"1",24,0.1,135,"8",19,1874,1976,"2048",17,1,18,"1","1","1","3","1","4","0","1","0","2","4","4","4","4","0","4"
1986,"1",0.5,"1",7,"1",39,0.1,89,"7",19,251,599,"2048",11,8,17,"1","1","0","3","4","0","1","2","0","0","4","0","0","2","2","4"
634,"1",0.8,"0",5,"0",41,0.2,192,"1",12,1362,1853,"2048",18,11,4,"1","0","1","3","0","0","1","3","0","4","3","3","4","4","3","0"
502,"0",0.8,"0",7,"0",52,1,82,"6",8,281,1159,"2048",5,4,20,"1","1","0","2","0","0","1","4","4","0","2","0","2","0","1","4"
1641,"0",1.1,"0",6,"0",48,0.7,97,"8",7,224,1994,"1024",13,6,17,"1","0","1","2","3","1","1","3","3","0","1","0","4","2","1","4"
623,"0",1.4,"1",0,"1",15,0.2,189,"3",1,778,844,"2048",14,4,18,"1","0","1","2","0","1","0","1","0","4","0","1","1","3","1","4"
962,"1",1.1,"1",3,"0",17,0.1,161,"8",20,546,1424,"2048",14,3,20,"0","0","0","3","1","1","0","1","0","3","4","1","3","3","0","4"
1057,"1",2.7,"0",3,"1",41,0.1,97,"4",10,397,891,"1024",16,9,2,"1","1","0","1","1","4","0","3","0","0","2","1","1","3","2","0"
1862,"0",1.5,"0",1,"0",62,1,182,"1",2,386,1046,"512",11,3,9,"1","0","0","1","4","2","0","4","4","4","0","0","1","2","0","1"
555,"1",3,"1",5,"1",38,0.8,193,"2",10,214,1970,"1024",8,1,8,"1","0","1","1","0","4","1","2","3","4","2","0","4","1","0","1"
1000,"0",2.7,"0",1,"1",58,1,135,"5",12,461,833,"512",7,0,20,"1","0","0","0","1","4","0","4","4","2","3","1","1","0","0","4"
841,"0",0.5,"0",6,"1",11,0.3,81,"5",14,125,675,"512",6,5,11,"1","1","0","0","1","0","1","0","1","0","3","0","0","0","1","2"
865,"0",2.9,"0",5,"0",16,0.1,89,"4",12,335,1009,"2048",13,3,14,"0","0","1","3","1","4","1","1","0","0","3","0","1","2","0","3"
999,"0",2.6,"1",11,"1",56,1,165,"4",13,342,1641,"2048",8,4,11,"1","1","1","2","1","4","2","4","4","3","3","0","3","1","1","2"
1232,"0",1.2,"0",12,"0",30,0.9,131,"6",14,625,761,"1024",8,4,15,"1","1","1","1","2","1","3","2","4","2","3","1","0","1","1","3"
1194,"0",2.3,"0",6,"1",34,0.2,165,"2",12,494,509,"256",15,1,19,"1","1","0","0","2","3","1","2","0","3","3","1","0","3","0","4"
612,"1",0.5,"1",1,"1",20,0.8,179,"8",6,1145,1487,"2048",16,2,18,"1","1","1","3","0","0","0","1","3","4","1","2","3","3","0","4"
1362,"1",2.9,"0",0,"0",47,0.5,186,"6",4,600,1042,"2048",19,17,5,"0","1","1","3","2","4","0","3","2","4","1","1","1","4","4","0"
1469,"0",1.7,"1",11,"1",44,0.5,169,"2",14,484,711,"1024",15,5,5,"1","1","1","1","3","2","2","3","2","3","3","1","0","3","1","0"
986,"1",0.8,"0",13,"1",28,0.8,182,"4",20,199,679,"1024",8,7,18,"1","1","0","0","1","0","3","2","3","4","4","0","0","1","1","4"
1843,"0",2.8,"0",1,"1",62,0.8,104,"3",7,21,832,"2048",5,4,6,"1","0","1","3","4","4","0","4","3","1","1","0","1","0","1","1"
1561,"0",0.5,"1",10,"1",4,0.5,134,"2",13,885,1811,"1024",13,12,10,"1","1","0","2","3","0","2","0","2","2","3","2","4","2","3","2"
1695,"1",0.5,"1",2,"1",47,0.5,189,"5",13,308,1208,"1024",8,6,11,"1","1","0","1","3","0","0","3","2","4","3","0","2","1","1","2"
667,"0",2.6,"1",3,"0",8,0.8,185,"1",7,1015,1947,"2048",11,8,8,"0","1","0","2","0","4","0","0","3","4","1","2","4","2","2","1"
1768,"1",2,"0",0,"1",2,0.8,88,"7",2,1303,1814,"2048",9,6,5,"1","1","0","3","4","3","0","0","3","0","0","3","4","1","1","0"
1269,"1",2.8,"1",16,"0",41,1,180,"8",17,406,1036,"2048",10,9,16,"0","0","1","2","2","4","4","3","4","4","4","1","1","1","2","3"
1109,"1",2.8,"1",6,"0",57,0.9,151,"1",12,124,833,"2048",15,10,16,"1","0","0","2","2","4","1","4","4","2","3","0","1","3","2","3"
936,"0",0.5,"1",14,"1",14,0.1,164,"3",17,150,1677,"2048",13,1,12,"1","0","0","3","1","0","3","0","0","3","4","0","3","2","0","2"
1713,"1",2,"0",9,"1",5,0.7,199,"6",16,108,1963,"1024",15,6,2,"1","0","1","1","4","3","2","0","3","4","4","0","4","3","1","0"
1175,"1",1.7,"1",1,"1",45,0.6,167,"2",7,90,557,"2048",10,6,5,"1","1","0","1","2","2","0","3","2","3","1","0","0","1","1","0"
1940,"1",1,"1",0,"1",5,0.2,194,"4",1,588,1809,"512",19,18,3,"1","1","1","1","4","1","0","0","0","4","0","1","4","4","4","0"
855,"1",0.5,"0",2,"1",59,0.5,159,"2",3,1028,1196,"1024",16,8,8,"1","1","1","1","1","0","0","4","2","3","0","2","2","3","2","1"
771,"1",0.5,"1",0,"1",33,0.1,157,"3",17,776,1247,"512",16,2,10,"1","1","1","0","0","0","0","2","0","3","4","1","2","3","0","2"
645,"0",2.5,"0",10,"1",63,1,174,"4",14,278,584,"2048",18,8,13,"1","0","1","2","0","4","2","4","4","3","3","0","0","4","2","3"
1307,"0",1.8,"0",2,"0",7,0.6,88,"7",3,897,1103,"1024",16,9,5,"0","0","1","1","2","2","0","0","2","0","0","2","2","3","2","0"
1948,"0",2.9,"1",4,"0",5,0.2,136,"1",13,651,700,"256",6,1,10,"0","1","0","0","4","4","1","0","0","2","3","1","0","0","0","2"
1509,"0",0.6,"1",5,"0",50,0.3,81,"4",8,1010,1684,"1024",12,8,3,"1","1","0","1","3","0","1","3","1","0","2","2","3","2","2","0"
626,"1",2.8,"1",3,"1",11,0.8,109,"2",9,737,1759,"1024",6,1,4,"1","0","1","0","0","4","0","0","3","1","2","1","4","0","0","0"
1190,"0",2,"1",0,"0",40,0.2,93,"5",1,1399,1646,"2048",13,7,9,"0","0","1","3","2","3","0","3","0","0","0","3","3","2","1","1"
1727,"1",2.1,"1",10,"0",57,0.3,158,"6",18,376,1288,"512",5,2,6,"0","0","0","0","4","3","2","4","1","3","4","0","2","0","0","1"
1670,"1",3,"0",14,"0",62,0.5,114,"8",20,1117,1330,"2048",6,0,20,"0","0","1","3","3","4","3","4","2","1","4","2","2","0","0","4"
1150,"1",0.5,"1",4,"1",27,1,134,"1",17,234,1947,"1024",11,0,16,"1","0","0","1","2","0","1","2","4","2","4","0","4","2","0","3"
1208,"0",2.9,"0",5,"1",16,1,175,"1",19,691,1028,"2048",17,16,12,"1","0","0","1","2","4","1","1","4","3","4","1","1","4","4","2"
1812,"1",1.3,"1",4,"1",42,1,162,"7",15,380,1550,"2048",18,13,11,"1","1","1","3","4","1","1","3","4","3","3","0","3","4","3","2"
770,"1",1.5,"1",6,"0",61,0.2,196,"4",9,603,1483,"2048",7,3,4,"0","0","1","3","0","2","1","4","0","4","2","1","3","0","0","0"
1559,"1",1.3,"1",10,"1",10,0.3,114,"8",17,117,681,"2048",7,5,15,"1","1","1","1","3","1","2","0","1","1","4","0","0","0","1","3"
1902,"0",0.5,"0",10,"0",13,0.2,155,"4",11,766,877,"512",14,10,15,"1","1","0","1","4","0","2","0","0","3","2","1","1","3","2","3"
1751,"0",2.5,"0",1,"0",4,0.6,146,"8",9,1499,1952,"1024",19,14,12,"0","1","1","1","4","4","0","0","2","2","2","3","4","4","3","2"
1416,"1",1.8,"1",0,"0",20,0.1,93,"4",0,1175,1578,"2048",10,2,7,"0","0","1","3","3","2","0","1","0","0","0","2","3","1","0","1"
1288,"0",0.5,"1",3,"1",61,0.2,115,"6",6,988,1503,"1024",16,6,10,"1","0","1","2","2","0","0","4","0","1","1","2","3","3","1","2"
1003,"1",2.9,"0",16,"1",16,0.6,119,"8",19,190,1905,"1024",16,7,10,"1","0","0","1","1","4","4","1","2","1","4","0","4","3","1","2"
1715,"1",0.5,"1",1,"1",18,0.1,96,"6",3,674,1375,"2048",17,2,3,"1","0","0","3","4","0","0","1","0","0","0","1","2","4","0","0"
1967,"0",0.5,"0",0,"1",46,0.6,199,"1",7,518,1374,"1024",15,2,7,"1","1","0","1","4","0","0","3","2","4","1","1","2","3","0","1"
962,"0",1,"1",14,"0",2,0.9,125,"1",20,1618,1916,"1024",16,2,14,"1","0","0","1","1","1","3","0","4","1","4","4","4","3","0","3"
1487,"0",1.5,"0",5,"1",42,0.8,120,"2",7,857,989,"1024",12,4,3,"1","0","0","2","3","2","1","3","3","1","1","2","1","2","1","0"
1569,"1",1.6,"1",4,"1",54,0.9,190,"4",6,371,665,"2048",6,2,4,"1","0","0","3","3","2","1","4","4","4","1","0","0","0","0","0"
1146,"0",3,"0",5,"1",57,0.4,111,"5",10,73,583,"256",19,9,11,"1","1","1","0","2","4","1","4","1","1","2","0","0","4","2","2"
1379,"1",1.5,"0",6,"1",9,0.8,118,"8",13,98,755,"1024",11,4,18,"1","0","1","1","2","2","1","0","3","1","3","0","0","2","1","4"
1504,"0",1.9,"1",7,"1",25,0.3,152,"4",9,395,1853,"1024",13,11,13,"1","0","1","1","3","2","1","1","1","3","2","1","4","2","3","3"
1945,"0",1.2,"0",3,"0",26,0.7,112,"6",5,1064,1540,"2048",18,7,20,"0","0","1","3","4","1","0","1","3","1","1","2","3","4","1","4"
1630,"1",2.8,"1",0,"1",32,0.9,80,"6",1,712,1726,"1024",12,10,20,"1","0","1","2","3","4","0","2","4","0","0","1","4","2","2","4"
1125,"1",2.7,"0",10,"0",23,0.4,117,"1",14,774,939,"1024",14,8,12,"1","1","0","1","2","4","2","1","1","1","3","1","1","3","2","2"
614,"1",0.7,"0",4,"1",51,0.1,178,"7",7,1012,1040,"2048",10,7,12,"1","0","1","2","0","0","1","3","0","4","1","2","1","1","1","2"
854,"0",1,"0",5,"1",17,0.9,101,"4",9,730,1148,"2048",7,0,2,"1","0","0","2","1","1","1","1","4","0","2","1","2","0","0","0"
1470,"1",1.7,"1",6,"0",45,0.1,121,"1",9,777,1090,"2048",10,1,14,"1","0","1","3","3","2","1","3","0","1","2","1","1","1","0","3"
1826,"1",0.5,"1",5,"1",49,0.6,172,"8",6,973,1633,"1024",17,9,17,"1","1","0","2","4","0","1","3","2","3","1","2","3","4","2","4"
807,"1",0.5,"1",0,"0",37,0.2,127,"4",0,245,829,"2048",5,4,4,"0","0","0","1","1","0","0","2","0","1","0","0","1","0","1","0"
1996,"1",2.8,"1",0,"1",7,0.1,138,"5",4,937,1083,"1024",17,14,16,"1","0","0","1","4","4","0","0","0","2","1","2","1","4","3","3"
1083,"1",2,"0",3,"0",41,0.7,158,"5",5,937,1164,"1024",18,3,10,"0","0","1","1","1","3","0","3","3","3","1","2","2","4","0","2"
1035,"0",0.5,"1",14,"1",49,0.3,178,"2",15,574,1171,"2048",12,4,19,"1","0","0","3","1","0","3","3","1","4","3","1","2","2","1","4"
1521,"1",1.6,"0",5,"1",62,0.3,143,"1",9,678,1630,"2048",5,2,19,"1","0","0","3","3","2","1","4","1","2","2","1","3","0","0","4"
1314,"1",2.8,"1",13,"1",5,1,87,"4",18,82,512,"2048",17,16,18,"1","0","0","3","2","4","3","0","4","0","4","0","0","4","4","4"
535,"0",1.9,"0",5,"0",24,0.2,190,"8",19,398,1775,"512",9,3,4,"0","0","0","0","0","2","1","1","0","4","4","1","4","1","0","0"
673,"1",1.9,"0",13,"1",35,0.4,142,"6",14,1096,1570,"2048",18,17,4,"1","0","1","3","0","2","3","2","1","2","3","2","3","4","4","0"
1219,"0",1.6,"1",5,"0",4,0.3,169,"6",7,1419,1698,"1024",9,2,4,"0","0","0","2","2","2","1","0","1","3","1","3","3","1","0","0"
1606,"1",0.5,"1",0,"1",33,0.9,200,"5",0,157,770,"2048",11,1,2,"1","0","0","3","3","0","0","2","4","4","0","0","0","2","0","0"
1603,"1",0.5,"1",1,"1",17,0.5,114,"2",8,430,1207,"1024",17,3,11,"1","0","1","1","3","0","0","1","2","1","2","1","2","4","0","2"
1958,"0",0.5,"0",6,"1",52,0.4,153,"1",14,1524,1848,"2048",7,6,3,"1","0","0","3","4","0","1","4","1","3","3","3","4","0","1","0"
695,"0",0.5,"0",18,"1",12,0.6,196,"2",19,1649,1829,"2048",16,13,7,"1","1","1","2","0","0","4","0","2","4","4","4","4","3","3","1"
1441,"0",0.6,"1",0,"1",53,0.5,106,"1",12,254,954,"1024",9,4,4,"1","1","1","1","3","0","0","4","2","1","3","0","1","1","1","0"
1470,"0",2.2,"1",4,"1",33,0.4,138,"7",10,1790,1988,"1024",18,4,4,"1","0","0","2","3","3","1","2","1","2","2","4","4","4","1","0"
1890,"0",1.1,"0",4,"1",48,0.5,127,"4",5,1438,1832,"2048",10,4,15,"1","0","1","3","4","1","1","3","2","1","1","3","4","1","1","3"
1152,"1",2.1,"1",0,"1",26,0.3,82,"2",0,1304,1673,"2048",15,2,8,"1","0","1","3","2","3","0","1","1","0","0","3","3","3","0","1"
1619,"1",0.9,"0",3,"0",20,0.9,117,"6",9,813,1180,"256",7,5,16,"1","0","1","0","3","0","0","1","4","1","2","2","2","0","1","3"
1002,"1",1.8,"0",1,"0",45,0.7,180,"7",7,948,1007,"1024",19,13,18,"1","1","0","0","1","2","0","3","3","4","1","2","1","4","3","4"
742,"1",0.5,"0",0,"1",36,0.7,139,"3",1,1161,1288,"256",8,0,6,"1","1","1","0","0","0","0","2","3","2","0","2","2","1","0","1"
1306,"1",2.1,"1",2,"1",33,0.4,174,"3",9,867,1258,"2048",6,5,16,"1","0","0","2","2","3","0","2","1","3","2","2","2","0","1","3"
1424,"1",2.9,"1",0,"0",20,0.6,180,"5",0,181,1199,"2048",15,0,19,"1","0","0","2","3","4","0","1","2","4","0","0","2","3","0","4"
942,"0",1.4,"1",8,"0",27,0.5,91,"4",9,754,1532,"512",6,3,13,"0","1","1","0","1","1","2","2","2","0","2","1","3","0","0","3"
1934,"1",2.7,"0",8,"1",2,0.1,118,"4",16,242,1127,"2048",18,1,9,"1","0","1","2","4","4","2","0","0","1","4","0","2","4","0","1"
1290,"1",1.4,"1",19,"1",35,0.3,110,"4",20,405,742,"512",16,2,8,"1","0","0","0","2","1","4","2","1","1","4","1","0","3","0","1"
930,"0",2.1,"1",0,"0",54,0.9,80,"1",13,1569,1763,"1024",7,1,9,"0","1","0","2","1","3","0","4","4","0","3","4","4","0","0","1"
1699,"1",0.5,"0",16,"0",21,0.1,156,"4",20,105,1099,"1024",16,0,18,"1","1","0","1","4","0","4","1","0","3","4","0","1","3","0","4"
1849,"1",0.5,"0",1,"0",29,0.5,181,"7",12,978,1986,"2048",14,4,15,"1","0","1","3","4","0","0","2","2","4","3","2","4","3","1","3"
1922,"0",0.5,"0",15,"1",42,0.6,153,"8",16,725,1882,"2048",12,1,17,"1","0","0","3","4","0","3","3","2","3","4","1","4","2","0","4"
548,"0",1,"1",0,"1",56,0.4,146,"4",14,657,1657,"512",17,14,8,"1","1","1","0","0","1","0","4","1","2","3","1","3","4","3","1"
916,"1",0.5,"0",0,"1",47,0.2,82,"4",1,1147,1393,"1024",11,10,11,"1","1","0","1","1","0","0","3","0","0","0","2","2","2","2","2"
1783,"1",0.5,"0",8,"0",14,0.6,183,"8",11,910,1566,"1024",12,7,7,"0","0","1","2","4","0","2","0","2","4","2","2","3","2","1","1"
1083,"1",1.4,"1",2,"1",49,0.8,156,"5",9,295,503,"1024",16,8,5,"1","1","1","0","1","1","0","3","3","3","2","0","0","3","2","0"
1698,"0",2.8,"0",10,"1",7,0.8,131,"8",12,26,508,"2048",15,3,17,"1","1","0","2","3","4","2","0","3","2","3","0","0","3","0","4"
1969,"0",0.8,"1",5,"1",7,0.2,85,"8",20,332,764,"256",16,7,7,"1","1","0","0","4","0","1","0","0","0","4","0","0","3","1","1"
869,"0",1.9,"0",0,"0",2,0.6,197,"7",3,519,533,"2048",19,0,12,"0","0","1","2","1","2","0","0","2","4","0","1","0","4","0","2"
1337,"1",2.7,"1",0,"0",5,0.7,200,"4",1,161,1029,"2048",10,1,20,"0","1","0","2","2","4","0","0","3","4","0","0","1","1","0","4"
637,"1",0.8,"1",2,"0",28,0.6,194,"4",6,1080,1289,"2048",15,10,7,"0","0","0","2","0","0","0","2","2","4","1","2","2","3","2","1"
833,"1",0.6,"1",0,"1",27,0.3,145,"4",2,649,1290,"512",19,8,19,"1","0","1","0","1","0","0","2","1","2","0","1","2","4","2","4"
1248,"0",2.4,"0",6,"1",9,0.4,89,"3",8,71,1686,"2048",9,8,13,"1","1","0","2","2","3","1","0","1","0","2","0","3","1","2","3"
1174,"1",0.9,"0",7,"0",30,1,147,"4",20,744,1244,"512",17,14,16,"0","1","1","0","2","0","1","2","4","2","4","1","2","4","3","3"
1831,"1",2.3,"0",3,"1",44,0.2,148,"7",14,437,1113,"2048",10,5,18,"1","0","0","2","4","3","0","3","0","2","3","1","2","1","1","4"
1002,"0",2.6,"1",7,"0",27,0.1,146,"1",10,115,1111,"1024",18,15,17,"1","0","1","0","1","4","1","2","0","2","2","0","2","4","4","4"
1010,"1",2,"1",2,"1",8,0.9,139,"5",3,547,957,"2048",15,11,12,"1","1","0","2","1","3","0","0","4","2","0","1","1","3","3","2"
1117,"1",0.5,"1",2,"0",21,0.1,177,"2",19,495,1035,"1024",15,9,2,"1","0","1","1","2","0","0","1","0","4","4","1","1","3","2","0"
990,"1",2.7,"1",3,"0",15,0.9,153,"2",7,1466,1717,"2048",11,8,6,"1","0","0","2","1","4","0","1","4","3","1","3","4","2","2","1"
1564,"0",1.4,"0",5,"1",26,0.1,129,"6",16,117,1115,"2048",13,3,13,"1","1","0","3","3","1","1","1","0","2","4","0","2","2","0","3"
1065,"0",2.8,"1",0,"1",21,0.1,158,"5",3,760,1722,"1024",16,13,20,"1","0","1","1","1","4","0","1","0","3","0","1","4","3","3","4"
1982,"0",1.1,"0",12,"0",24,0.1,129,"7",16,764,1873,"2048",16,14,15,"1","1","1","3","4","1","3","1","0","2","4","1","4","3","3","3"
1607,"0",1.1,"1",6,"1",20,1,192,"2",8,776,1005,"512",11,1,14,"1","1","0","0","3","1","1","1","4","4","2","1","1","2","0","3"
1066,"0",3,"1",6,"1",5,0.5,167,"5",7,53,1504,"1024",8,7,11,"1","0","0","0","1","4","1","0","2","3","1","0","3","1","1","2"
681,"0",0.5,"1",12,"1",17,0.9,194,"5",19,371,1702,"2048",6,1,5,"1","0","1","2","0","0","3","1","4","4","4","0","4","0","0","0"
1163,"1",2.1,"1",0,"1",19,0.9,132,"2",1,728,818,"2048",13,0,15,"1","0","1","2","2","3","0","1","4","2","0","1","1","2","0","3"
1285,"0",0.8,"1",4,"1",11,0.8,199,"5",7,1791,1896,"2048",17,15,2,"1","1","1","3","2","0","1","0","3","4","1","4","4","4","4","0"
753,"1",0.5,"0",11,"1",48,0.1,121,"8",20,606,1316,"2048",11,10,16,"1","0","0","3","0","0","2","3","0","1","4","1","2","2","2","3"
1779,"1",2.6,"1",2,"0",5,0.8,90,"1",3,1225,1717,"1024",12,2,20,"0","1","0","1","4","4","0","0","3","0","0","3","4","2","0","4"
987,"1",1.9,"0",4,"1",52,0.5,83,"3",8,419,736,"2048",17,12,15,"1","1","0","2","1","2","1","4","2","0","2","1","0","4","3","3"
511,"0",0.9,"1",15,"1",24,0.6,136,"3",18,367,1264,"2048",18,3,4,"1","0","0","1","0","0","3","1","2","2","4","0","2","4","0","0"
1044,"0",1.8,"0",4,"1",12,0.7,104,"6",5,1230,1263,"1024",18,7,19,"1","1","1","1","1","2","1","0","3","1","1","3","2","4","1","4"
1855,"0",0.5,"0",5,"0",32,0.6,187,"8",18,267,1161,"2048",7,0,7,"1","0","1","3","4","0","1","2","2","4","4","0","2","0","0","1"
946,"1",1.4,"0",9,"0",26,0.1,186,"6",10,273,891,"1024",7,3,6,"1","0","1","0","1","1","2","1","0","4","2","0","1","0","0","1"
657,"1",1.9,"1",2,"0",21,0.1,110,"8",8,705,1905,"512",6,1,11,"1","1","0","0","0","2","0","1","0","1","2","1","4","0","0","2"
1673,"1",1.6,"0",2,"0",42,0.5,182,"5",6,214,679,"2048",12,4,20,"0","0","0","2","3","2","0","3","2","4","1","0","0","2","1","4"
731,"1",0.5,"1",0,"1",28,0.5,130,"8",0,424,1032,"1024",12,8,10,"1","0","0","1","0","0","0","2","2","2","0","1","1","2","2","2"
926,"1",0.8,"0",6,"1",59,0.8,161,"7",14,84,793,"256",18,7,2,"1","0","1","0","1","0","1","4","3","3","3","0","0","4","1","0"
1261,"0",0.5,"0",3,"1",52,0.3,86,"2",9,605,1429,"1024",9,3,16,"1","0","1","1","2","0","0","4","1","0","2","1","3","1","0","3"
618,"0",1.1,"0",11,"1",45,0.2,188,"3",20,1175,1586,"2048",19,2,10,"1","1","0","2","0","1","2","3","0","4","4","2","3","4","0","2"
936,"1",2.3,"0",5,"1",57,0.2,129,"2",6,657,938,"2048",12,8,5,"1","1","0","1","1","3","1","4","0","2","1","1","1","2","2","0"
1485,"1",0.9,"1",0,"1",28,0.8,158,"5",1,371,1023,"2048",14,11,11,"1","1","0","3","3","0","0","2","3","3","0","0","1","3","3","2"
1339,"1",0.5,"1",10,"1",21,0.5,80,"4",11,833,1441,"512",8,3,3,"1","1","0","0","2","0","2","1","2","0","2","2","3","1","0","0"
508,"1",1.3,"0",1,"0",50,0.7,82,"5",9,102,1195,"2048",14,4,14,"0","0","1","1","0","1","0","3","3","0","2","0","2","3","1","3"
1938,"1",0.5,"1",5,"0",44,0.5,121,"2",9,1299,1935,"2048",18,10,18,"0","1","0","3","4","0","1","3","2","1","2","3","4","4","2","4"
995,"0",1.3,"1",1,"0",10,0.1,104,"4",3,258,1889,"512",11,3,5,"1","0","1","0","1","1","0","0","0","1","0","0","4","2","0","0"
1086,"1",1.7,"1",0,"1",43,0.2,111,"6",1,56,1150,"2048",11,5,17,"1","1","0","2","1","2","0","3","0","1","0","0","2","2","1","4"
1322,"0",2.3,"1",1,"1",35,0.1,157,"1",3,443,708,"2048",15,8,6,"1","0","0","3","2","3","0","2","0","3","0","1","0","3","2","1"
1864,"0",1.9,"1",2,"0",57,0.1,181,"6",6,1279,1793,"2048",19,9,8,"0","0","1","3","4","2","0","4","0","4","1","3","4","4","2","1"
1944,"1",0.5,"0",1,"1",26,0.5,92,"4",9,313,712,"2048",19,8,7,"1","0","1","2","4","0","0","1","2","0","2","0","0","4","2","1"
581,"0",0.6,"0",5,"1",56,0.2,180,"2",10,523,565,"256",10,4,13,"1","1","1","0","0","0","1","4","0","4","2","1","0","1","1","3"
1020,"1",0.7,"1",3,"1",27,0.7,128,"4",4,919,1482,"2048",18,1,9,"1","0","1","3","1","0","0","2","3","2","1","2","3","4","0","1"
1936,"0",1.3,"0",2,"0",44,0.1,139,"3",3,570,1021,"1024",17,7,3,"0","0","1","1","4","1","0","3","0","2","0","1","1","4","1","0"
1329,"1",1.7,"0",5,"1",23,0.6,198,"8",6,380,682,"2048",11,10,9,"1","1","0","1","2","2","1","1","2","4","1","0","0","2","2","1"
808,"1",0.5,"1",3,"0",46,0.5,105,"8",15,119,529,"1024",15,5,10,"1","0","1","0","1","0","0","3","2","1","3","0","0","3","1","2"
994,"0",1.2,"1",4,"0",40,0.9,164,"2",17,296,839,"2048",17,7,11,"0","0","0","2","1","1","1","3","4","3","4","0","1","4","1","2"
1811,"1",2,"0",3,"1",22,0.2,82,"2",8,358,614,"2048",9,2,4,"1","0","1","2","4","3","0","1","0","0","2","0","0","1","0","0"
765,"1",2.5,"0",3,"0",44,0.3,88,"8",11,1364,1851,"2048",6,1,19,"0","1","1","2","0","4","0","3","1","0","2","3","4","0","0","4"
993,"1",2.3,"1",0,"0",16,0.4,106,"7",13,424,1639,"1024",14,1,6,"0","0","1","0","1","3","0","1","1","1","3","1","3","3","0","1"
